sub_event_id;subscription_id;event_date;event_type;event_details;plan_tier;seats;billing_frequency;auto_renew_status;mrr_amount;arr_amount
1757;S-a903ad;2024-06-22;Conversion;;Pro;27;annual;Active;1323;15876
1758;S-c13970;2024-06-27;Update;Plan Downgrade;Basic;36;monthly;Active;684;8208
1759;S-c5a146;2024-07-15;Update;Seat Downgrade;Basic;18;annual;Active;342;4104
1760;S-26bc22;2024-07-23;Update;Plan Upgrade;Enterprise;3;annual;Inactive;597;7164
1761;S-e74ca1;2024-08-24;;;Basic;3;monthly;Inactive;0;0
1762;S-652885;2024-12-08;Conversion;;Basic;18;monthly;Active;342;4104
1763;S-8a4156;2023-08-31;Create;;Pro;19;annual;Active;0;0
1764;S-2a53d5;2023-09-03;Conversion;;Basic;74;annual;Active;1406;16872
1765;S-ec58ac;2023-11-30;Update;Plan Upgrade;Pro;41;annual;Active;2009;24108
1766;S-505f35;2023-12-02;Update;Plan Upgrade;Enterprise;22;annual;Active;4378;52536
1767;S-0ba1fe;2024-01-15;Update;Seat Upgrade;Enterprise;46;monthly;Active;9154;109848
1768;S-e71f4a;2024-01-20;Update;Plan Downgrade;Basic;7;monthly;Active;133;1596
1769;S-4a8ce0;2024-01-21;Update;Seat Downgrade;Basic;6;monthly;Active;114;1368
1770;S-ac2157;2024-04-14;Update;Plan Upgrade;Enterprise;14;monthly;Active;2786;33432
1771;S-c2b60b;2024-10-20;Update;Plan Downgrade;Basic;1;annual;Active;19;228
1772;S-44046d;2024-11-06;Cancel;;Basic;36;annual;Active;684;8208
1773;S-5bb58e;2024-01-31;Create;;Basic;87;annual;Inactive;1653;19836
1774;S-81fc45;2024-02-05;;;Pro;87;annual;Active;0;0
1775;S-93f835;2024-02-11;Conversion;;Pro;87;monthly;Active;4263;51156
1776;S-22c99d;2024-03-08;;;Enterprise;87;monthly;Active;0;0
1777;S-0144ac;2024-03-13;Conversion;;Enterprise;87;monthly;Active;17313;207756
1778;S-3781d0;2024-05-10;Cancel;;Enterprise;87;annual;Active;17313;207756
1779;S-e04d93;2024-05-27;Cancel;;Enterprise;87;monthly;Active;17313;207756
1780;S-838330;2024-06-20;;;Pro;87;annual;Inactive;0;0
1781;S-88f1be;2024-07-10;Conversion;;Pro;87;annual;Active;4263;51156
1782;S-8324d4;2024-07-13;;;Pro;87;monthly;Active;0;0
1783;S-5da6e7;2024-07-29;Conversion;;Pro;87;annual;Active;4263;51156
1784;S-ca1cb9;2024-09-16;Cancel;;Enterprise;87;annual;Inactive;17313;207756
1785;S-75cba6;2024-09-18;Update;;Enterprise;87;monthly;Active;17313;207756
1786;S-a46dd4;2024-09-18;Update;;Enterprise;87;annual;Active;17313;207756
1787;S-d8fa45;2024-10-18;Update;Plan Downgrade;Basic;87;monthly;Active;1653;19836
1788;S-2223bf;2024-10-23;Cancel;;Pro;87;monthly;Active;4263;51156
1789;S-704cf3;2024-11-24;Update;Plan Downgrade;Basic;87;monthly;Active;1653;19836
1790;S-878fe0;2024-12-10;Update;Plan Upgrade;Pro;87;annual;Active;4263;51156
1791;S-1cff77;2023-09-20;Create;;Pro;65;annual;Active;3185;38220
1792;S-936e80;2023-09-21;Update;Seat Downgrade;Pro;18;annual;Active;882;10584
1793;S-34cfad;2023-12-15;Update;Plan Downgrade;Basic;29;annual;Active;551;6612
1794;S-718bf5;2024-03-15;Update;Plan Upgrade;Pro;18;annual;Active;882;10584
1795;S-2632a2;2024-03-15;Update;Plan Downgrade;Basic;18;annual;Active;342;4104
1796;S-755502;2024-05-28;Update;Plan Upgrade;Enterprise;18;annual;Active;3582;42984
1797;S-20812a;2024-06-14;Update;Plan Downgrade;Pro;69;monthly;Active;3381;40572
1798;S-3baf90;2024-06-19;Update;Plan Downgrade;Basic;40;annual;Inactive;760;9120
1799;S-1f149a;2024-08-18;Update;Plan Upgrade;Pro;21;annual;Active;1029;12348
1800;S-4994d6;2024-08-26;Update;Plan Downgrade;Basic;44;annual;Active;836;10032
1801;S-61fa27;2024-10-30;Update;Seat Downgrade;Basic;21;annual;Inactive;399;4788
1802;S-4fdfa3;2024-11-09;Update;Plan Upgrade;Enterprise;18;monthly;Active;3582;42984
1803;S-75c1b4;2024-12-10;Cancel;;Pro;18;annual;Active;882;10584
1804;S-6895d0;2024-06-13;Create;;Pro;29;monthly;Inactive;1421;17052
1805;S-d22ebe;2024-06-14;Update;Plan Downgrade;Basic;9;annual;Active;171;2052
1806;S-83b45d;2024-06-27;;;Pro;5;annual;Active;0;0
1807;S-7b3fd3;2024-07-08;Conversion;;Enterprise;4;annual;Active;796;9552
1808;S-fb10b8;2024-07-15;Update;Plan Upgrade;Pro;43;annual;Active;2107;25284
1809;S-67da25;2024-07-22;Update;Plan Downgrade;Basic;7;annual;Active;133;1596
1810;S-28e7bf;2024-08-29;Update;Plan Upgrade;Pro;27;monthly;Active;1323;15876
1811;S-d7e65d;2024-08-30;Update;Seat Downgrade;Pro;20;monthly;Active;980;11760
1812;S-ef3aa2;2024-09-19;Update;Seat Downgrade;Pro;9;monthly;Inactive;441;5292
1813;S-7a06fe;2024-09-28;Update;Seat Upgrade;Pro;28;monthly;Active;1372;16464
1814;S-1a93b8;2024-10-03;;;Enterprise;19;annual;Inactive;0;0
1815;S-a6010b;2024-10-14;;;Basic;6;monthly;Active;0;0
1816;S-62c98f;2024-10-27;Conversion;;Pro;35;monthly;Active;1715;20580
1817;S-2dc98b;2024-11-08;Update;Seat Downgrade;Pro;9;annual;Active;441;5292
1818;S-bdd4c5;2024-12-03;Update;Seat Upgrade;Pro;28;monthly;Active;1372;16464
1819;S-f6edd4;2024-12-04;Cancel;;Basic;11;annual;Inactive;209;2508
1820;S-e25e6e;2024-12-07;Update;Seat Downgrade;Basic;4;monthly;Active;76;912
1821;S-1c643d;2024-12-11;Update;Seat Upgrade;Basic;6;monthly;Active;114;1368
1822;S-51673a;2024-12-17;;;Pro;9;monthly;Active;0;0
1823;S-6e0006;2024-09-18;Create;;Basic;22;monthly;Active;418;5016
1824;S-0a70a3;2024-10-21;Cancel;;Basic;22;annual;Active;418;5016
1825;S-9b493e;2024-11-23;Update;;Basic;22;monthly;Active;418;5016
1826;S-ad31b0;2024-12-29;Update;Plan Upgrade;Pro;22;monthly;Active;1078;12936
1827;S-aba835;2023-09-23;Create;;Basic;73;annual;Active;1387;16644
1828;S-527d18;2023-10-15;Update;Plan Upgrade;Enterprise;73;monthly;Active;14527;174324
1829;S-ee4c5c;2023-10-28;Update;;Enterprise;73;annual;Active;14527;174324
1830;S-62aa3c;2023-11-27;Update;;Enterprise;73;monthly;Active;14527;174324
1831;S-e36786;2024-01-10;Update;Plan Downgrade;Basic;73;monthly;Active;1387;16644
1832;S-0a8200;2024-01-20;Update;Plan Upgrade;Enterprise;73;annual;Active;14527;174324
1833;S-269b4a;2024-02-15;Update;;Enterprise;73;monthly;Active;14527;174324
1834;S-795878;2024-03-19;Update;;Enterprise;73;annual;Active;14527;174324
1835;S-9c47f6;2024-04-13;;;Pro;73;annual;Active;0;0
1836;S-53a9f7;2024-06-06;Conversion;;Pro;73;annual;Active;3577;42924
1837;S-1b373c;2024-07-04;Update;;Pro;73;annual;Inactive;3577;42924
1838;S-f0c747;2024-09-24;Update;Plan Upgrade;Enterprise;73;monthly;Active;14527;174324
1839;S-13b606;2024-10-04;Update;Plan Downgrade;Pro;73;annual;Active;3577;42924
1840;S-b553d7;2024-10-16;Update;Plan Upgrade;Enterprise;73;annual;Active;14527;174324
1841;S-e9257d;2024-12-31;Update;Plan Downgrade;Pro;73;annual;Inactive;3577;42924
1842;S-2fed82;2024-07-11;Create;;Basic;21;monthly;Active;399;4788
1843;S-969c1d;2024-07-13;Update;Seat Upgrade;Basic;29;monthly;Active;551;6612
1844;S-7fca0e;2024-08-21;Update;Seat Upgrade;Basic;52;annual;Active;988;11856
1845;S-c8ba3e;2024-09-22;Update;Seat Downgrade;Basic;21;annual;Active;399;4788
1846;S-0cbce0;2024-10-15;Update;Plan Upgrade;Pro;26;annual;Active;1274;15288
1847;S-b04174;2024-10-15;Update;Plan Downgrade;Basic;21;monthly;Active;399;4788
1848;S-5be27b;2024-10-18;Update;Plan Upgrade;Enterprise;21;annual;Active;4179;50148
1849;S-0a19d1;2024-10-21;Update;;Enterprise;21;annual;Inactive;4179;50148
1850;S-204d42;2024-10-22;Update;Plan Downgrade;Pro;21;monthly;Active;1029;12348
1851;S-396a84;2024-10-23;Cancel;;Basic;21;monthly;Inactive;399;4788
1852;S-02cde8;2024-11-21;Update;Plan Upgrade;Enterprise;63;monthly;Active;12537;150444
1853;S-e2500e;2024-12-06;;;Basic;21;monthly;Active;0;0
1854;S-0c9fdd;2024-12-16;Conversion;;Pro;30;annual;Active;1470;17640
1855;S-11eef4;2024-07-23;Create;;Pro;93;annual;Active;4557;54684
1856;S-bb1a91;2024-08-18;Update;Plan Downgrade;Basic;93;annual;Active;1767;21204
1857;S-f2be88;2024-09-07;Update;Plan Upgrade;Enterprise;93;monthly;Active;18507;222084
1858;S-da3b68;2024-11-23;Update;;Enterprise;93;monthly;Active;18507;222084
1859;S-c85c63;2024-12-02;Update;Plan Downgrade;Basic;93;monthly;Inactive;1767;21204
1860;S-68565b;2024-12-02;Update;;Basic;93;annual;Inactive;1767;21204
1861;S-15afd8;2024-12-18;Update;Plan Upgrade;Enterprise;93;annual;Active;18507;222084
1862;S-aced77;2024-12-20;Update;;Enterprise;93;annual;Active;18507;222084
1863;S-e740b4;2024-11-10;Create;;Basic;65;monthly;Active;1235;14820
1864;S-fe6311;2024-11-11;;;Enterprise;19;monthly;Active;0;0
1865;S-d3faae;2024-11-12;Conversion;;Basic;19;monthly;Active;361;4332
1866;S-771f7b;2024-11-30;Update;Plan Upgrade;Enterprise;62;annual;Active;12338;148056
1867;S-6bd30a;2024-12-01;Cancel;;Enterprise;91;monthly;Active;18109;217308
1868;S-c0127d;2024-12-03;;;Enterprise;19;monthly;Active;0;0
1869;S-a3dc1e;2024-12-04;;;Enterprise;19;monthly;Active;0;0
1870;S-a1901c;2024-12-10;Conversion;;Enterprise;19;monthly;Inactive;3781;45372
1871;S-240a09;2024-12-30;Update;Plan Downgrade;Pro;19;monthly;Inactive;931;11172
1872;S-021297;2024-06-28;Create;;Enterprise;24;annual;Active;4776;57312
1873;S-786a36;2024-07-18;Update;;Enterprise;24;annual;Active;4776;57312
1874;S-e4ce2c;2024-08-14;Update;Plan Downgrade;Pro;24;annual;Active;1176;14112
1875;S-916876;2024-09-08;Update;;Pro;24;monthly;Active;1176;14112
1876;S-8e5be7;2024-11-01;Update;;Pro;24;monthly;Active;1176;14112
1877;S-b7ef4c;2024-11-25;Update;Seat Upgrade;Pro;28;monthly;Inactive;1372;16464
1878;S-74d86d;2024-12-20;Update;Plan Downgrade;Basic;54;annual;Active;1026;12312
1879;S-5a5338;2024-12-21;;;Basic;38;annual;Active;0;0
1880;S-09950d;2024-11-27;Create;;Enterprise;7;annual;Active;1393;16716
1881;S-5d68fb;2024-12-02;Update;Plan Upgrade;Pro;49;annual;Active;2401;28812
1882;S-31be9c;2024-12-02;Update;Plan Downgrade;Basic;55;monthly;Inactive;1045;12540
1883;S-8d89a8;2024-12-03;Update;Plan Upgrade;Enterprise;16;monthly;Active;3184;38208
1884;S-e41457;2024-12-17;Update;Seat Downgrade;Enterprise;4;annual;Active;796;9552
1885;S-9c8d9e;2024-12-20;Update;Plan Upgrade;Pro;24;monthly;Active;1176;14112
1886;S-8cad7b;2024-12-23;Update;Plan Downgrade;Basic;16;annual;Active;304;3648
1887;S-f7234f;2024-08-27;Create;;Pro;85;monthly;Inactive;0;0
1888;S-b8a352;2024-09-07;Conversion;;Enterprise;22;annual;Active;4378;52536
1889;S-dbe2ac;2024-09-13;Update;Plan Downgrade;Basic;22;annual;Active;418;5016
1890;S-a01aad;2024-10-14;Update;Plan Upgrade;Enterprise;22;monthly;Active;4378;52536
1891;S-d0bb87;2024-12-07;Update;Plan Downgrade;Pro;22;annual;Active;1078;12936
1892;S-648397;2024-12-02;Create;;Pro;123;monthly;Active;6027;72324
1893;S-0fc93f;2024-12-04;Update;Plan Downgrade;Basic;39;annual;Inactive;741;8892
1894;S-e1081c;2024-12-05;Update;Plan Upgrade;Enterprise;39;monthly;Active;7761;93132
1895;S-1feff8;2024-12-06;Update;;Enterprise;39;annual;Active;7761;93132
1896;S-6c6e62;2024-12-29;;;Basic;39;monthly;Active;0;0
1897;S-eef0cd;2024-01-13;Create;;Pro;29;annual;Active;1421;17052
1898;S-6b200f;2024-02-17;Cancel;;Pro;29;annual;Active;1421;17052
1899;S-4d30ba;2024-02-25;Update;Plan Downgrade;Basic;29;annual;Active;551;6612
1900;S-27e42e;2024-03-02;Update;Plan Upgrade;Pro;29;monthly;Active;1421;17052
1901;S-6630bc;2024-03-07;Update;Plan Upgrade;Enterprise;29;monthly;Active;5771;69252
1902;S-600e05;2024-04-17;Update;Plan Downgrade;Basic;29;monthly;Inactive;551;6612
1903;S-5f1d80;2024-04-17;Update;;Basic;29;monthly;Active;551;6612
1904;S-3e8909;2024-06-08;Update;Plan Upgrade;Pro;39;annual;Inactive;1911;22932
1905;S-4bef15;2024-08-14;;;Enterprise;29;annual;Active;0;0
1906;S-8cf2ef;2024-08-29;Conversion;;Basic;42;annual;Inactive;798;9576
1907;S-15582c;2024-09-05;Update;Seat Downgrade;Basic;29;monthly;Active;551;6612
1908;S-e3255c;2024-10-08;Update;Plan Upgrade;Pro;29;monthly;Active;1421;17052
1909;S-de9b4b;2024-11-06;Update;Seat Upgrade;Pro;36;monthly;Active;1764;21168
1910;S-f50b14;2024-09-25;Create;;Basic;9;annual;Active;0;0
1911;S-3b7f8e;2024-10-07;Conversion;;Enterprise;9;monthly;Active;1791;21492
1912;S-277111;2024-10-14;Update;Plan Downgrade;Pro;9;monthly;Active;441;5292
1913;S-304f59;2024-10-15;;;Basic;25;annual;Active;0;0
1914;S-7018bf;2024-10-17;Conversion;;Pro;42;monthly;Inactive;2058;24696
1915;S-601f31;2024-11-09;Update;Seat Downgrade;Pro;14;annual;Active;686;8232
1916;S-c4c9ce;2024-11-16;Cancel;;Enterprise;10;monthly;Active;1990;23880
1917;S-66ffe0;2024-11-21;Update;Plan Downgrade;Pro;38;monthly;Active;1862;22344
1918;S-b156cf;2024-11-22;Update;Seat Downgrade;Pro;9;annual;Active;441;5292
1919;S-b27c2f;2024-12-24;Update;Seat Upgrade;Pro;17;monthly;Active;833;9996
1920;S-29ec80;2024-12-29;Update;Plan Upgrade;Enterprise;9;annual;Active;1791;21492
1921;S-f41a31;2023-11-25;Create;;Enterprise;13;monthly;Inactive;2587;31044
1922;S-cce4fc;2023-11-28;Update;Plan Downgrade;Pro;13;annual;Active;637;7644
1923;S-66a834;2023-12-23;Update;Plan Upgrade;Enterprise;31;annual;Inactive;6169;74028
1924;S-0b80b4;2024-02-08;Update;Plan Downgrade;Pro;47;annual;Active;2303;27636
1925;S-96b8d5;2024-02-15;Update;Plan Downgrade;Basic;20;annual;Inactive;380;4560
1926;S-3bb8a2;2024-04-28;Update;Plan Upgrade;Enterprise;19;monthly;Inactive;3781;45372
1927;S-2c4909;2024-05-10;Update;Plan Downgrade;Basic;13;monthly;Inactive;247;2964
1928;S-718f18;2024-06-05;Update;Plan Upgrade;Enterprise;24;monthly;Inactive;4776;57312
1929;S-dbf124;2024-07-25;Update;Plan Downgrade;Basic;13;monthly;Active;247;2964
1930;S-4c8e19;2024-11-21;Update;Seat Upgrade;Basic;17;monthly;Inactive;323;3876
1931;S-51c0d1;2024-11-25;;;Enterprise;62;annual;Inactive;0;0
1932;S-f83141;2024-12-26;;;Basic;17;annual;Inactive;0;0
1933;S-6f75be;2024-03-05;Create;;Enterprise;78;monthly;Active;15522;186264
1934;S-f9b1d0;2024-03-07;Update;Plan Downgrade;Basic;18;monthly;Active;342;4104
1935;S-392e05;2024-03-10;Update;Seat Upgrade;Basic;45;annual;Active;855;10260
1936;S-21393c;2024-04-14;Update;Plan Upgrade;Enterprise;9;monthly;Active;1791;21492
1937;S-26bf58;2024-05-05;Update;Plan Upgrade;Pro;37;monthly;Active;1813;21756
1938;S-2fc8fa;2024-08-10;Update;Seat Downgrade;Pro;13;monthly;Inactive;637;7644
1939;S-0267b7;2024-10-17;;;Enterprise;13;monthly;Active;0;0
1940;S-21bd9b;2024-12-24;Conversion;;Pro;35;annual;Active;1715;20580
1941;S-c2eeba;2024-02-02;Create;;Basic;9;monthly;Inactive;171;2052
1942;S-b7deea;2024-03-22;Cancel;;Enterprise;63;monthly;Active;12537;150444
1943;S-f2b79f;2024-05-08;Update;Plan Downgrade;Pro;9;monthly;Inactive;441;5292
1944;S-239429;2024-05-11;;;Enterprise;9;monthly;Active;0;0
1945;S-4b15c4;2024-08-01;Conversion;;Enterprise;18;annual;Active;3582;42984
1946;S-606747;2024-08-04;Update;Seat Downgrade;Enterprise;9;monthly;Active;1791;21492
1947;S-a25ed2;2024-08-19;Cancel;;Enterprise;9;monthly;Active;1791;21492
1948;S-41d741;2024-08-23;Update;Plan Downgrade;Basic;28;annual;Active;532;6384
1949;S-43c737;2024-09-01;Update;Plan Upgrade;Enterprise;9;annual;Active;1791;21492
1950;S-64d514;2024-09-06;Update;Seat Upgrade;Enterprise;56;annual;Inactive;11144;133728
1951;S-23dab0;2024-09-30;Update;Plan Downgrade;Pro;9;annual;Active;441;5292
1952;S-6ce221;2024-10-10;Cancel;;Basic;9;annual;Active;171;2052
1953;S-e4df5d;2024-02-15;Create;;Pro;17;annual;Active;833;9996
1954;S-dd85c4;2024-02-26;Cancel;;Enterprise;31;monthly;Active;6169;74028
1955;S-d6aefa;2024-03-14;Update;Seat Upgrade;Enterprise;84;annual;Active;16716;200592
1956;S-f4dbc7;2024-09-21;Update;Plan Downgrade;Pro;11;monthly;Active;539;6468
1957;S-fedcd9;2024-10-01;Update;Plan Upgrade;Enterprise;11;annual;Active;2189;26268
1958;S-003fc0;2024-10-03;;;Basic;11;annual;Active;0;0
1959;S-0c0ddf;2024-10-05;Conversion;;Enterprise;11;annual;Active;2189;26268
1960;S-71827b;2024-11-15;Cancel;;Pro;39;monthly;Active;1911;22932
1961;S-b465a7;2024-10-20;Create;;Enterprise;92;monthly;Active;18308;219696
1962;S-f25e72;2024-11-13;Update;Plan Downgrade;Pro;92;annual;Active;4508;54096
1963;S-2b4a26;2024-11-20;;;Basic;92;annual;Inactive;0;0
1964;S-f7b0e0;2024-11-24;Conversion;;Basic;92;annual;Active;1748;20976
1965;S-e5c35c;2024-11-27;Update;Plan Upgrade;Enterprise;92;monthly;Active;18308;219696
1966;S-a2d132;2024-11-28;;;Pro;111;annual;Active;0;0
1967;S-abd244;2024-12-05;Conversion;;Basic;92;monthly;Inactive;1748;20976
1968;S-e88276;2024-12-06;Update;;Basic;92;monthly;Active;1748;20976
1969;S-c5a75d;2024-12-18;Update;Plan Upgrade;Pro;92;annual;Active;4508;54096
1970;S-021985;2024-12-22;Cancel;;Enterprise;92;monthly;Inactive;18308;219696
1971;S-f9bd62;2024-12-27;;;Basic;92;monthly;Active;0;0
1972;S-d859b7;2024-12-30;;;Enterprise;92;annual;Active;0;0
1973;S-330989;2024-11-27;Create;;Pro;59;annual;Active;2891;34692
1974;S-68f388;2024-11-27;Update;Plan Downgrade;Basic;59;monthly;Active;1121;13452
1975;S-cb117a;2024-12-07;Update;Plan Upgrade;Enterprise;59;annual;Active;11741;140892
1976;S-65ae02;2024-12-14;Update;Plan Downgrade;Pro;59;annual;Active;2891;34692
1977;S-c508b3;2024-12-24;Update;Plan Upgrade;Enterprise;59;annual;Inactive;11741;140892
1978;S-814624;2024-12-28;;;Enterprise;82;annual;Active;0;0
1979;S-d604ec;2023-08-29;Create;;Basic;26;monthly;Active;494;5928
1980;S-b6e15a;2023-09-17;Cancel;;Enterprise;37;monthly;Inactive;7363;88356
1981;S-de9e50;2023-11-21;Update;Plan Downgrade;Basic;41;annual;Active;779;9348
1982;S-51924b;2024-01-18;Update;Seat Upgrade;Basic;62;annual;Active;1178;14136
1983;S-28d64b;2024-04-03;Update;Seat Downgrade;Basic;26;monthly;Active;494;5928
1984;S-58b1a2;2024-06-20;Update;Plan Upgrade;Enterprise;52;monthly;Active;10348;124176
1985;S-a707da;2024-12-18;Update;Plan Downgrade;Pro;26;monthly;Active;1274;15288
1986;S-c935b8;2024-04-14;Create;;Basic;32;annual;Active;608;7296
1987;S-070d42;2024-05-23;Update;Plan Upgrade;Pro;23;annual;Active;1127;13524
1988;S-c2c321;2024-06-18;;;Enterprise;14;monthly;Active;0;0
1989;S-5da1b8;2024-06-28;Conversion;;Pro;20;annual;Inactive;980;11760
1990;S-f74ac6;2024-07-01;Update;Seat Downgrade;Pro;9;monthly;Active;441;5292
1991;S-d29830;2024-07-01;Update;Plan Downgrade;Basic;9;annual;Active;171;2052
1992;S-1a3d9c;2024-07-07;Update;Plan Upgrade;Pro;11;annual;Inactive;539;6468
1993;S-7ea5d9;2024-08-05;Update;Seat Downgrade;Pro;10;monthly;Active;490;5880
1994;S-68ecd5;2024-08-18;Update;Plan Upgrade;Enterprise;9;annual;Active;1791;21492
1995;S-5df64f;2024-08-31;Update;Seat Upgrade;Enterprise;14;annual;Active;2786;33432
1996;S-dafec3;2024-09-09;Update;Seat Downgrade;Enterprise;9;annual;Inactive;1791;21492
1997;S-6a56f1;2024-10-17;Update;Plan Downgrade;Pro;12;annual;Inactive;588;7056
1998;S-18f498;2024-10-29;Update;Plan Downgrade;Basic;28;monthly;Inactive;532;6384
1999;S-65731a;2024-12-15;;;Basic;9;annual;Active;0;0
2000;S-ad32a8;2024-12-11;Create;;Pro;21;monthly;Active;1029;12348
2001;S-041624;2024-12-12;Update;Plan Upgrade;Enterprise;21;monthly;Active;4179;50148
2002;S-38a5fb;2024-12-14;Update;;Enterprise;21;monthly;Active;4179;50148
2003;S-16fb78;2024-12-15;Update;;Enterprise;21;monthly;Active;4179;50148
2004;S-1bb4f4;2024-12-19;Update;Plan Downgrade;Basic;21;annual;Active;399;4788
2005;S-13ca37;2024-12-21;;;Pro;21;monthly;Active;0;0
2006;S-6b1de8;2024-12-27;Conversion;;Basic;21;monthly;Active;399;4788
2007;S-09761d;2024-12-31;Update;Plan Upgrade;Pro;23;annual;Active;1127;13524
2008;S-f9b4d8;2024-12-31;Update;Seat Downgrade;Pro;21;annual;Active;1029;12348
2009;S-0f3df6;2023-07-24;Create;;Enterprise;121;annual;Active;24079;288948
2010;S-401496;2023-08-13;Cancel;;Enterprise;4;monthly;Active;796;9552
2011;S-41cdf0;2023-08-15;;;Pro;17;monthly;Active;0;0
2012;S-9f009b;2023-11-30;;;Basic;16;monthly;Active;0;0
2013;S-367d84;2023-12-31;Conversion;;Pro;11;monthly;Active;539;6468
2014;S-b204c4;2024-02-20;Update;Plan Upgrade;Enterprise;9;annual;Inactive;1791;21492
2015;S-c89bff;2024-02-23;Update;Plan Downgrade;Basic;12;monthly;Active;228;2736
2016;S-befdf1;2024-02-27;Update;Seat Upgrade;Basic;13;monthly;Active;247;2964
2017;S-290ee5;2024-03-26;Update;Seat Upgrade;Basic;67;annual;Active;1273;15276
2018;S-3112d0;2024-04-11;Update;Seat Upgrade;Basic;94;monthly;Active;1786;21432
2019;S-575bef;2024-08-01;Update;Plan Downgrade;Pro;15;annual;Active;735;8820
2020;S-fc8f09;2024-10-05;Update;Plan Upgrade;Enterprise;4;monthly;Active;796;9552
2021;S-fe0bc0;2024-03-29;Create;;Enterprise;29;monthly;Active;5771;69252
2022;S-9c06f8;2024-04-05;Update;Plan Downgrade;Pro;19;annual;Active;931;11172
2023;S-bf9b37;2024-05-25;Update;Seat Downgrade;Pro;6;annual;Active;294;3528
2024;S-fbbd54;2024-06-02;;;Pro;5;monthly;Active;0;0
2025;S-2ee2e1;2024-06-12;Conversion;;Pro;50;annual;Inactive;2450;29400
2026;S-5818be;2024-06-19;Update;Seat Downgrade;Pro;5;annual;Active;245;2940
2027;S-14f672;2024-07-10;Update;Seat Upgrade;Pro;12;monthly;Active;588;7056
2028;S-41ca59;2024-07-18;Update;Plan Upgrade;Enterprise;37;monthly;Active;7363;88356
2029;S-14a685;2024-07-29;Update;Seat Downgrade;Enterprise;7;monthly;Inactive;1393;16716
2030;S-7ba2ad;2024-08-05;Update;Plan Downgrade;Basic;14;annual;Inactive;266;3192
2031;S-650c13;2024-08-06;Update;Seat Downgrade;Basic;6;monthly;Active;114;1368
2032;S-3110d9;2024-08-20;Update;Plan Upgrade;Enterprise;17;annual;Inactive;3383;40596
2033;S-62b93c;2024-09-19;;;Enterprise;6;annual;Active;0;0
2034;S-e1d553;2024-09-27;;;Pro;9;annual;Active;0;0
2035;S-70addb;2024-10-05;Conversion;;Basic;10;monthly;Inactive;190;2280
2036;S-2557d9;2024-12-14;Update;Plan Upgrade;Enterprise;10;monthly;Active;1990;23880
2037;S-c22c29;2024-12-15;Cancel;;Enterprise;28;annual;Active;5572;66864
2038;S-25ec8c;2024-12-05;Create;;Pro;16;monthly;Inactive;0;0
2039;S-215e9c;2024-12-06;Conversion;;Pro;18;monthly;Active;882;10584
2040;S-bf893c;2024-12-07;Update;Plan Upgrade;Enterprise;38;monthly;Inactive;7562;90744
2041;S-15c444;2024-12-07;Update;Plan Downgrade;Pro;13;monthly;Active;637;7644
2042;S-85ba19;2024-12-11;Update;Plan Upgrade;Enterprise;13;monthly;Active;2587;31044
2043;S-5aaf6f;2024-12-12;Update;;Enterprise;13;annual;Active;2587;31044
2044;S-f9cb2b;2024-12-18;Update;Seat Upgrade;Enterprise;34;annual;Inactive;6766;81192
